context_locale,ip_address,context_page_referring_domain,id,context_app_namespace,context_library_name,context_app_version,total_returns,context_destination_id,event,anonymous_id,timezone,browser,context_source_type,context_screen_inner_width,user_id,network_type,os,region,isp,event_text,context_session_id,fd_name,investment_amount,context_screen_inner_height,context_screen_width,context_destination_type,context_library_version,context_user_agent,eligible_for_women,context_page_initial_referring_domain,fd_type,original_timestamp,sent_at,device_orientation,city,timestamp,uuid_ts,context_page_url,context_app_name,context_timezone,context_source_id,tenure,device_type,context_ip,country,context_page_path,context_page_initial_referrer,received_at,total_interest,context_request_ip,eligible_for_sr_citizen,context_page_referrer,context_screen_density,channel,context_page_tab_url,context_page_title,context_screen_height,name,term,context_session_start,referrer,source,adgroup,fbclid,campaign,adset,medium,placement,device,utm_search,content,gclid,creative,context_page_search,context_campaign_name,context_campaign_source,context_campaign_medium,exp_version,application,gc_name,external_user_id,gc_id,path,product_sub_category,rfq_enabled,extra_return_eligible,financial_product_type,url,product_category,cta_text,kyc_status,amo,irr,obpp_kyc_status,ucc_status,quantities_selected,fd_kyc_status,context_app_install_type,asset_logo,asset_description,mf_investment_type,mf_kyc_status,asset_id,infinite,clicked_with_infinite,infinite_schema_version,infinite_extra_returns,version,country_code,context_campaign_referrer,invested_investor,venue,context_campaign_content,referrer_page,page,experiment_variant,experiment_name,experiment_treatment_percentage,experiment_bucket,investment_source,experiment_skip_asset_details_page_bucket,experience_type,experiment_skip_checkout_experiment_bucket,page_source,asset_category,experiment_skip_checkout_experiment_variant,experiment_skip_asset_details_page_variant,cohort_type,context_traits_obpp_kyc_status,context_traits_gc_id,context_traits_investment_status,investment_status,context_traits_external_user_id,context_traits_gc_name
en-IN,ip_cce16f5c4e,,d2ad6579-b4ba-4f72-9cac-f8450a58a7b2,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,1d18f3c5-b735-4596-9e42-6a01533be9da,Asia/Kolkata,Unknown,Javascript,440,1575763,Unknown,iOS,Maharashtra,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778178650754.0,,202182,882,440,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-08T00:01:54.021+05:30,2026-05-08T00:01:54.021+05:30,Portrait,Mumbai,2026-05-08T00:01:54.169+05:30,2026-05-08T00:30:06.662+05:30,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606?from=qc,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,23,Phone,ip_cce16f5c4e,India,/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606,$direct,2026-05-08T00:01:54.169+05:30,,ip_cce16f5c4e,,$direct,3,web,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606?from=qc,Grow your wealth,956,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,?from=qc,,,,,Mobile App,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606?from=qc,Corporate Bonds,,True,True,13.5,True,False,20.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2455/website/logo/unifinz_capital_1.png,UNIFINZ CAPITAL INDIA LIMITED,,,2606,eligible,False,1.0,9.74,IPv4,IN,,True,GRIP,,/assets/bonds,/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606,,,,,asset_detail_page,22.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-IN,ip_9e1531fce1,,7d7f156b-cd92-4722-b203-717162dfd66a,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,76287aa7-ab0e-452a-9b98-4a2c410ed790,Asia/Kolkata,Unknown,Javascript,414,1716826,Unknown,iOS,National Capital Territory of Delhi,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778178714524.0,,197289,836,414,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-08T00:02:18.397+05:30,2026-05-08T00:02:18.398+05:30,Portrait,New Delhi,2026-05-08T00:02:18.531+05:30,2026-05-08T00:30:06.662+05:30,https://www.gripinvest.in/assetdetails/stl-networks-limited/ncd/rcbsnl260502/2620,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,26,Phone,ip_9e1531fce1,India,/assetdetails/stl-networks-limited/ncd/rcbsnl260502/2620,$direct,2026-05-08T00:02:18.532+05:30,,ip_9e1531fce1,,$direct,2,web,https://www.gripinvest.in/assetdetails/stl-networks-limited/ncd/rcbsnl260502/2620,Grow your wealth,896,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,/discover,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/stl-networks-limited/ncd/rcbsnl260502/2620,Corporate Bonds,,True,True,11.75,True,False,2.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2620/website/logo/stl_networks.png,STL NETWORKS LIMITED,,,2620,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/discover,/assetdetails/stl-networks-limited/ncd/rcbsnl260502/2620,,,,,asset_detail_page,,,,,,not_eligible,,,True,,True,True,,
en-IN,ip_9e1531fce1,,402cd34d-53fc-4d38-9d31-4e57b085a647,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,76287aa7-ab0e-452a-9b98-4a2c410ed790,Asia/Kolkata,Unknown,Javascript,414,1716826,Unknown,iOS,National Capital Territory of Delhi,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778178714524.0,,100118,836,414,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-08T00:04:16.191+05:30,2026-05-08T00:04:16.191+05:30,Portrait,New Delhi,2026-05-08T00:04:16.348+05:30,2026-05-08T00:30:06.662+05:30,https://www.gripinvest.in/assetdetails/unigold-finance-limited/ncd/rcbug260401/2566,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,23,Phone,ip_9e1531fce1,India,/assetdetails/unigold-finance-limited/ncd/rcbug260401/2566,$direct,2026-05-08T00:04:16.348+05:30,,ip_9e1531fce1,,$direct,2,web,https://www.gripinvest.in/assetdetails/unigold-finance-limited/ncd/rcbug260401/2566,Grow your wealth,896,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/unigold-finance-limited/ncd/rcbug260401/2566,Corporate Bonds,,True,True,11.75,True,False,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2566/website/logo/unigold_.png,UNIGOLD FINANCE LIMITED,,,2566,eligible,False,1.0,84.61,IPv4,IN,,True,GRIP,,/assets,/assetdetails/unigold-finance-limited/ncd/rcbug260401/2566,,,,,asset_detail_page,,,,,,not_eligible,,,True,,True,True,,
en-GB,ip_f6ecece35c,,74db282d-a46d-4134-b1c9-3ca23e837648,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,6099f0c4-6099-4203-8a69-d1b71f04cb52,Asia/Kolkata,Chrome,Javascript,360,1013783,4g,Android,Telangana,"Bharti Airtel Ltd., Telemedia Services",Invest Now Button Clicked,1778178901848.0,,101057,724,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 14; CPH2599 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,,,2026-05-08T00:05:31.89+05:30,2026-05-08T00:05:31.892+05:30,Portrait,Hyderabad,2026-05-08T00:05:32.055+05:30,2026-05-08T00:30:06.662+05:30,https://www.gripinvest.in/assets/bonds?filter=all,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,9,Phone,ip_f6ecece35c,India,/assets/bonds,$direct,2026-05-08T00:05:32.057+05:30,,ip_f6ecece35c,,$direct,3,web,https://www.gripinvest.in/assets/bonds?filter=all,,804,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,?filter=selling-fast&sort=minInv_asc&utm_source=app&utm_medium=marketing&utm_campaign=PApp_03052026_M_Followup_Deal_Bond_Bundle_IU,Not received,Not received,Not received,?filter=all,,,,,Mobile App,,,,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assets/bonds?filter=all,Corporate Bonds,,True,True,12.25,True,False,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2394/website/logo/regency_fincorp3x.png,REGENCY FINCORP LIMITED,,,2394,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/assets,/assets/bonds,,,,,quick_checkout,91.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-US,ip_d28fadbcf8,,57277890-66a3-4302-b257-04354db758c2,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,7295fcfa-cd27-4411-a2c3-b956d8282c0f,Asia/Kolkata,Chrome,Javascript,360,978467,4g,Android,West Bengal,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778176479365.0,,98644,724,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 12; RMX3430 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.111 Mobile Safari/537.36",,,,2026-05-08T00:05:50.454+05:30,2026-05-08T00:05:50.46+05:30,Portrait,Bardhaman,2026-05-08T00:05:50.969+05:30,2026-05-08T00:30:06.662+05:30,https://www.gripinvest.in/assets/bonds?filter=all,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,26,Phone,ip_d28fadbcf8,India,/assets/bonds,$direct,2026-05-08T00:05:50.975+05:30,,ip_d28fadbcf8,,$direct,2,web,https://www.gripinvest.in/assets/bonds?filter=all,,800,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,?filter=0.25%25extra&sort=ytm_desc&utm_source=app&utm_medium=marketing&utm_campaign=PApp_07052026_E_Followup_Deal_Bond_Bundle_IU,Not received,Not received,Not received,?filter=all,,,,,Mobile App,,,,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assets/bonds?filter=all,Corporate Bonds,,True,True,11.75,True,,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2620/website/logo/stl_networks.png,STL NETWORKS LIMITED,,,2620,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/assets,/assets/bonds,,,,,quick_checkout,27.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-IN,ip_9e1531fce1,,b4919176-950b-415b-88e9-2f1004446481,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,76287aa7-ab0e-452a-9b98-4a2c410ed790,Asia/Kolkata,Unknown,Javascript,414,1716826,Unknown,iOS,National Capital Territory of Delhi,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778178714524.0,,197289,836,414,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-08T00:06:49.26+05:30,2026-05-08T00:06:49.261+05:30,Portrait,New Delhi,2026-05-08T00:06:49.416+05:30,2026-05-08T00:30:06.662+05:30,https://www.gripinvest.in/assets/bonds?filter=highly-rated,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,26,Phone,ip_9e1531fce1,India,/assets/bonds,$direct,2026-05-08T00:06:49.417+05:30,,ip_9e1531fce1,,$direct,2,web,https://www.gripinvest.in/assets/bonds?filter=highly-rated,,896,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,?filter=highly-rated,,,,,Mobile App,,,,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assets/bonds?filter=highly-rated,Corporate Bonds,,True,True,11.75,True,False,2.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2620/website/logo/stl_networks.png,STL NETWORKS LIMITED,,,2620,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/assets,/assets/bonds,,,,,quick_checkout,13.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-IN,ip_ca63c5b740,app.digio.in,f56c38ac-d31d-4b5e-913e-28930271b7c4,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,04cf4d8c-6915-47fc-aaf3-3d794ff6b992,Asia/Kolkata,Unknown,Javascript,393,1844582,Unknown,iOS,Rajasthan,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778178884407.0,,76496,715,393,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-08T00:08:32.439+05:30,2026-05-08T00:08:32.44+05:30,Portrait,Jaipur,2026-05-08T00:08:32.631+05:30,2026-05-08T00:30:06.662+05:30,https://www.gripinvest.in/assetdetails/andhra-pradesh-state-beverages-corporation-limited/ncd/rcbap260201/2434,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,7,Phone,ip_ca63c5b740,India,/assetdetails/andhra-pradesh-state-beverages-corporation-limited/ncd/rcbap260201/2434,$direct,2026-05-08T00:08:32.632+05:30,,ip_ca63c5b740,,https://app.digio.in/,3,web,https://www.gripinvest.in/assetdetails/andhra-pradesh-state-beverages-corporation-limited/ncd/rcbap260201/2434,Grow your wealth,852,Not received,Not received,,Not received,Paisa Bazaar,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAI00361GC&utm_source=Paisa+Bazaar&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,,,,,,Website,Paisa Bazaar,eea25d13-38c7-4c5e-8510-760f6f8b0c8a,361.0,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/andhra-pradesh-state-beverages-corporation-limited/ncd/rcbap260201/2434,Corporate Bonds,,True,True,8.88,True,False,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2434/website/logo/apsb1_2.png,ANDHRA PRADESH STATE BEVERAGES CORPORATION LIMITED,,,2434,not eligible,False,1.0,,IPv4,IN,,False,Paisa Bazaar,,/assets,/assetdetails/andhra-pradesh-state-beverages-corporation-limited/ncd/rcbap260201/2434,,,,,asset_detail_page,,asset_detail_page,,asset_list,bond,gc_excluded,gc_excluded,fti,True,361.0,False,False,eea25d13-38c7-4c5e-8510-760f6f8b0c8a,Paisa Bazaar
en-GB,ip_60646bdba6,,414ead98-1d06-4c7e-9fc6-7ee8aa8125c2,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,be291b09-f307-41aa-98a4-598686cffed0,Asia/Kolkata,Chrome,Javascript,423,1844448,4g,Android,Karnataka,ONEOTT INTERTAINMENT LIMITED,Invest Now Button Clicked,1778172612855.0,,247956,860,424,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 15; CPH2569 Build/AP3A.240617.008; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.111 Mobile Safari/537.36",,,,2026-05-08T00:09:01.889+05:30,2026-05-08T00:09:01.891+05:30,Portrait,Bengaluru,2026-05-08T00:09:02.786+05:30,2026-05-08T00:30:06.662+05:30,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,35,Phone,ip_60646bdba6,India,/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,$direct,2026-05-08T00:09:02.788+05:30,,ip_60646bdba6,,$direct,2,web,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,Grow your wealth,946,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,Corporate Bonds,,True,True,14.25,True,False,25.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2505/website/logo/best_capital3x.png,BEST CAPITAL SERVICES LIMITED,,,2607,eligible,False,1.0,84.62,IPv4,IN,,False,GRIP,,/assets/bonds,/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,,,,,asset_detail_page,53.0,asset_detail_page,,asset_type_list,bond,not_eligible,treatment,unknown,True,,False,False,,
en-IN,ip_ca63c5b740,app.digio.in,13275ba1-b8e7-484a-9216-d1883a62bbb4,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,04cf4d8c-6915-47fc-aaf3-3d794ff6b992,Asia/Kolkata,Unknown,Javascript,393,1844582,Unknown,iOS,Rajasthan,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778178884407.0,,34383,715,393,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-08T00:09:11.293+05:30,2026-05-08T00:09:11.294+05:30,Portrait,Jaipur,2026-05-08T00:09:11.521+05:30,2026-05-08T00:30:06.662+05:30,https://www.gripinvest.in/assetdetails/lendingkart/ncd/rcblk260401/2581,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,4,Phone,ip_ca63c5b740,India,/assetdetails/lendingkart/ncd/rcblk260401/2581,$direct,2026-05-08T00:09:11.522+05:30,,ip_ca63c5b740,,https://app.digio.in/,3,web,https://www.gripinvest.in/assetdetails/lendingkart/ncd/rcblk260401/2581,Grow your wealth,852,Not received,Not received,,Not received,Paisa Bazaar,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAI00361GC&utm_source=Paisa+Bazaar&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,,,,,,Website,Paisa Bazaar,eea25d13-38c7-4c5e-8510-760f6f8b0c8a,361.0,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/lendingkart/ncd/rcblk260401/2581,Corporate Bonds,,True,True,8.85,True,False,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1650/website/logo/lendingkartdeallogo.png,Lendingkart,,,2581,not eligible,False,1.0,,IPv4,IN,,False,Paisa Bazaar,,/assets,/assetdetails/lendingkart/ncd/rcblk260401/2581,,,,,asset_detail_page,,asset_detail_page,,asset_list,bond,gc_excluded,gc_excluded,fti,True,361.0,False,False,eea25d13-38c7-4c5e-8510-760f6f8b0c8a,Paisa Bazaar
en-IN,ip_146b134ea2,www.gripinvest.in,f0d36c7a-1ebe-4866-90f2-e9f25fccd13c,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,4336e5a6-f0b6-433f-b37e-82cb2d3024eb,Asia/Kolkata,Chrome,Javascript,432,1653149,4g,Android,West Bengal,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778179175482.0,,95,871,432,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; moto g85 5G Build/W1UO36H.35-39; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.96 Mobile Safari/537.36",,,,2026-05-08T00:09:53.958+05:30,2026-05-08T00:09:53.959+05:30,Portrait,Barddhaman,2026-05-08T00:09:54.823+05:30,2026-05-08T00:30:06.662+05:30,https://www.gripinvest.in/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622?units=10,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,10,Phone,ip_146b134ea2,India,/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622,$direct,2026-05-08T00:09:54.824+05:30,,ip_146b134ea2,,https://www.gripinvest.in/external-ui/52975386-8d19-48e0-9513-6793318fdbc9?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,2,web,https://www.gripinvest.in/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622?units=10,Grow your wealth,960,Not received,Not received,,Not received,Mobikwik,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,?units=10,,,,,Website,Mobikwik,64ad6d261f7d0,396.0,,T-Bill,True,,Bonds,https://www.gripinvest.in/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622?units=10,Corporate Bonds,,True,True,5.4,True,False,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2176/website/logo/treasury_bill.png,Government of India,,,2622,not eligible,False,1.0,,IPv4,IN,,False,Mobikwik,,direct,/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622,,,,,asset_detail_page,,,,,,gc_excluded,,,True,396.0,False,False,64ad6d261f7d0,Mobikwik
en-US,ip_4312792577,www.gripinvest.in,bc7f5e41-4826-48ed-8d04-dd58653ad3f9,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,9025782a-3809-4be6-beb8-854be24e4be8,Asia/Kolkata,Chrome,Javascript,350,1844570,4g,Android,Uttar Pradesh,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778178345393.0,,95,590,351,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 11; TECNO KF6p Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.111 Mobile Safari/537.36",,www.gripinvest.in,,2026-05-08T00:10:39.533+05:30,2026-05-08T00:10:39.538+05:30,Portrait,Lucknow,2026-05-08T00:10:39.706+05:30,2026-05-08T00:30:06.662+05:30,https://www.gripinvest.in/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622?units=10,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,10,Phone,ip_4312792577,India,/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622,https://www.gripinvest.in/external-ui/9adeb4bd-fa82-46bc-92ba-643683d8ae6a?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,2026-05-08T00:10:39.711+05:30,,ip_4312792577,,https://www.gripinvest.in/external-ui/d25c1133-34f6-40f0-9ca3-3068de519de8?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,2,web,https://www.gripinvest.in/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622?units=10,Grow your wealth,779,Not received,Not received,,Not received,Mobikwik,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,?units=10,,,,,Website,Mobikwik,6513e613092e8,396.0,,T-Bill,True,,Bonds,https://www.gripinvest.in/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622?units=10,Corporate Bonds,,True,True,5.4,True,False,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2176/website/logo/treasury_bill.png,Government of India,,,2622,not eligible,False,1.0,,IPv4,IN,,False,Mobikwik,,direct,/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622,,,,,asset_detail_page,,,,,,gc_excluded,,,True,396.0,False,False,6513e613092e8,Mobikwik
en-IN,ip_9e1531fce1,,5622e2d4-0fd2-43c5-aa4a-51572fbe2bc3,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,76287aa7-ab0e-452a-9b98-4a2c410ed790,Asia/Kolkata,Unknown,Javascript,414,1716826,Unknown,iOS,National Capital Territory of Delhi,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778178714524.0,,197289,836,414,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-08T00:11:21.192+05:30,2026-05-08T00:11:21.192+05:30,Portrait,New Delhi,2026-05-08T00:11:21.346+05:30,2026-05-08T00:30:06.662+05:30,https://www.gripinvest.in/assetdetails/stl-networks-limited/ncd/rcbsnl260502/2620,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,26,Phone,ip_9e1531fce1,India,/assetdetails/stl-networks-limited/ncd/rcbsnl260502/2620,$direct,2026-05-08T00:11:21.346+05:30,,ip_9e1531fce1,,$direct,2,web,https://www.gripinvest.in/assetdetails/stl-networks-limited/ncd/rcbsnl260502/2620,Grow your wealth,896,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,/discover,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/stl-networks-limited/ncd/rcbsnl260502/2620,Corporate Bonds,,True,True,11.75,True,False,2.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2620/website/logo/stl_networks.png,STL NETWORKS LIMITED,,,2620,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/discover,/assetdetails/stl-networks-limited/ncd/rcbsnl260502/2620,,,,,asset_detail_page,,,,,,not_eligible,,,True,,True,True,,
